Date,"Nitrate plus nitrite, water, in situ, mg/L as N"
2017-02-18,4.11
2017-02-24,3.26
2017-02-26,2.84
2017-02-27,2.74
2017-03-11,1.47
2017-03-12,2.21
2017-03-14,2.32
2017-03-15,2.11
2017-03-20,2.32
2017-03-22,1.89
2017-03-23,1.78
2017-03-25,1.77
2017-03-26,1.66
2017-03-29,1.24
2017-04-01,0.72
2017-04-02,1.02
2017-04-03,0.82
2017-04-05,2.13
2017-04-08,0.00
2017-04-15,7.34
2017-04-17,7.01
2017-04-18,6.41
2017-04-24,3.89
2017-04-25,3.88
2017-04-26,3.77
2017-04-28,0.96
2017-05-02,2.77
2017-05-05,1.80
2017-05-07,2.54
2017-05-08,2.07
2017-05-09,2.06
2017-05-17,4.59
2017-05-19,4.94
2017-05-20,4.01
2017-05-21,0.27
2017-05-22,0.00
2017-05-25,0.00
2017-05-26,0.00
2017-05-30,7.47
2017-06-05,5.90
2017-06-08,5.05
2017-06-12,4.32
2017-06-13,4.00
2017-06-15,3.05
2017-06-18,3.58
2017-06-22,7.58
2017-06-23,6.95
2017-06-24,6.53
2017-06-27,1.93
2017-06-28,4.07
2017-06-29,4.50
2017-06-30,4.44
2017-07-03,2.62
2017-07-04,4.03
2017-07-05,4.89
2017-07-06,4.49
2017-07-08,2.66
2017-07-09,1.43
2017-07-12,1.93
2017-07-15,1.60
2017-07-21,1.30
2017-07-22,0.40
2017-07-29,0.10
2017-09-02,0.00
2017-09-04,0.00
2017-09-08,0.00
2017-09-10,0.00
2017-09-11,0.00
2017-09-12,0.00
2017-09-20,0.10
2017-09-21,0.00
2017-09-22,0.10
2017-09-28,0.10
2017-10-03,0.00
2017-10-08,0.10
2017-10-10,0.10
2017-10-12,0.10
2017-10-16,0.52
2017-10-17,0.52
2017-10-18,0.42
2017-10-19,0.42
2017-10-20,0.31
2017-10-22,0.31
2017-10-23,0.21
2017-10-26,0.00
2017-11-02,0.42
2017-11-09,0.53
2017-11-10,0.84
2017-11-11,0.74
2017-11-12,0.63
2017-11-16,0.63
2017-11-17,1.06
2017-11-19,0.63
2017-11-20,0.74
2017-11-24,0.85
2017-11-25,0.95
2017-11-28,1.17
2017-11-30,0.96
2017-12-04,0.53
2017-12-06,0.43
2017-12-07,0.43
2017-12-11,0.43
2017-12-13,0.43
2017-12-15,0.22
2017-12-16,0.12
2017-12-19,0.12
2017-12-23,0.13
2017-12-29,0.13
2018-01-03,0.34
2018-01-04,0.35
2018-01-05,0.45
2018-01-10,0.35
2018-01-15,0.87
2018-01-18,0.46
2018-01-20,0.46
2018-01-22,0.88
2018-01-25,2.97
2018-01-26,3.18
2018-02-08,1.51
2018-02-09,1.61
2018-02-11,1.72
2018-02-12,1.82
2018-02-13,1.82
2018-02-18,2.24
2018-02-21,1.82
2018-02-23,2.66
2018-02-25,2.76
2018-02-26,1.51
2018-03-08,4.63
2018-03-13,4.93
2018-03-14,4.83
2018-03-19,3.99
2018-03-21,3.37
2018-03-24,1.81
2018-03-25,2.84
2018-03-27,2.42
2018-03-28,2.93
2018-03-31,1.38
2018-04-03,2.71
2018-04-05,2.19
2018-04-06,1.99
2018-04-07,1.68
2018-04-08,1.68
2018-04-12,3.40
2018-04-13,3.80
2018-04-17,3.08
2018-04-18,4.39
2018-04-22,6.10
2018-04-26,4.77
2018-04-28,3.75
2018-05-03,3.33
2018-05-05,2.92
2018-05-11,2.21
2018-05-15,2.19
2018-05-22,3.08
2018-05-24,4.86
2018-05-25,6.54
2018-05-26,8.43
2018-05-28,8.22
2018-06-02,4.56
2018-06-05,5.36
2018-06-07,6.36
2018-06-15,1.74
2018-06-22,3.31
2018-06-23,2.70
2018-06-25,2.99
2018-06-27,4.69
2018-06-28,5.39
2018-06-29,4.88
2018-06-30,5.07
2018-07-03,3.74
2018-07-05,3.13
2018-07-08,1.71
2018-07-11,1.00
2018-07-13,1.19
2018-07-22,0.05
2018-07-23,0.15
2018-07-24,0.15
2018-07-25,0.14
2018-07-29,0.12
2018-08-11,0.27
2018-08-18,0.35
2018-08-19,0.44
2018-08-20,0.24
2018-08-22,0.53
2018-08-23,0.63
2018-08-24,0.62
2018-08-30,0.20
2018-09-05,0.23
2018-09-06,0.23
2018-09-11,0.55
2018-09-15,0.77
2018-09-16,0.87
2018-09-17,0.9
2018-09-24,0.3
2018-09-26,0.5
2018-09-27,1.3
2018-09-29,1.3
2018-10-02,2.1
2018-10-07,1.6
2018-10-08,1.3
2018-10-09,1.0
2018-10-10,1.0
2018-10-13,0.9
2018-10-14,1.2
2018-10-21,2.0
2018-10-22,1.9
2018-10-24,1.8
2018-10-26,1.8
2018-10-28,1.7
2018-11-02,1.9
2018-11-04,2.4
2018-11-05,2.5
2018-11-07,2.7
2018-11-11,3.4
2018-11-13,3.5
2018-11-15,3.2
2018-11-17,3.1
2018-11-19,2.9
2018-11-23,2.2
2018-11-27,1.9
2018-11-28,1.7
2018-12-02,2.3
2018-12-03,1.9
2018-12-04,2.2
2018-12-07,4.3
2018-12-08,4.5
2018-12-09,4.4
2018-12-12,4.1
2018-12-15,2.3
2018-12-20,2.0
2018-12-26,3.0
2018-12-28,2.1
2019-01-01,2.6
2019-01-04,2.9
2019-01-05,3.4
2019-01-08,4.9
2019-01-10,4.5
2019-01-13,4.1
2019-01-15,3.2
2019-01-16,3.1
2019-01-17,2.9
2019-01-19,1.8
2019-01-22,2.3
2019-01-23,2.8
2019-01-24,3.0
2019-01-25,1.5
2019-01-27,2.1
2019-01-29,3.2
2019-01-30,3.2
2019-01-31,2.7
2019-02-02,3.6
2019-02-04,3.6
2019-02-08,1.1
2019-02-09,1.0
2019-02-11,1.5
2019-02-16,2.5
2019-02-17,2.5
2019-02-19,3.0
2019-02-20,2.9
2019-02-22,2.6
2019-02-23,2.1
2019-02-25,3.0
2019-02-27,3.1
2019-02-28,4.7
2019-03-01,5.3
2019-03-03,5.2
2019-03-09,2.3
2019-03-10,2.2
2019-03-11,2.2
2019-03-14,3.8
2019-03-15,2.6
2019-03-16,2.2
2019-03-18,3.5
2019-03-21,4.0
2019-03-22,4.3
2019-03-23,4.1
2019-03-27,2.3
2019-03-30,2.8
2019-04-05,3.7
2019-04-07,4.5
2019-07-04,5.1
2019-07-06,3.3
2019-07-07,3.3
2019-07-08,3.0
2019-07-09,3.7
2019-07-10,3.9
2019-07-11,5.1
2019-07-12,5.2
2019-07-15,4.5
2019-07-16,3.9
2019-07-17,3.4
2019-07-18,2.5
2019-07-19,2.8
2019-07-21,2.2
2019-07-22,1.4
2019-07-24,1.6
2019-07-26,1.1
2019-07-27,1.0
2019-07-28,0.9
2019-07-29,0.7
2019-07-31,0.4
2019-08-18,0.3
2019-08-22,1.8
2019-08-24,0.8
2019-08-25,0.9
2019-08-26,0.9
2019-10-13,1.1
2019-10-15,1.1
2019-10-16,1.1
2019-10-18,0.8
2019-10-19,1.1
2019-10-20,1.5
2019-10-22,0.9
2019-10-23,0.9
2019-10-25,0.7
2019-10-26,0.7
2019-10-27,2.5
2019-10-28,1.0
2019-10-29,1.2
2019-10-31,1.0
2019-11-01,1.0
2019-11-02,1.0
2019-11-04,1.2
2019-11-05,1.2
2019-11-06,1.2
2019-11-07,1.1
2019-11-08,1.1
2019-11-10,1.1
2019-11-11,1.1
2019-11-13,1.1
2019-11-15,1.1
2019-11-18,1.1
2019-11-19,1.1
2019-11-21,1.1
2019-11-22,0.9
2019-11-24,1.0
2019-11-25,1.0
2019-11-26,1.0
2019-11-27,1.0
2019-11-28,1.0
2019-11-30,1.1
2019-12-03,1.1
2019-12-04,1.3
2019-12-05,1.5
2019-12-06,1.9
2019-12-11,2.1
2019-12-14,2.0
2019-12-15,2.1
2019-12-17,1.7
2019-12-18,1.7
2019-12-19,1.8
2019-12-20,1.9
2019-12-21,1.9
2019-12-22,1.8
2019-12-24,1.7
2019-12-28,1.6
2019-12-31,1.6
2020-01-01,1.7
2020-01-03,3.5
2020-01-06,3.4
2020-01-08,3.1
2020-01-12,1.1
2020-01-15,1.1
2020-01-17,1.7
2020-01-21,1.9
2020-01-22,2.0
2020-01-24,2.6
2020-01-27,2.2
2020-01-28,3.1
2020-01-30,3.6
2020-02-04,3.6
2020-02-07,2.9
2020-02-08,2.6
2020-02-09,2.9
2020-02-10,1.9
2020-02-12,1.7
2020-02-13,2.4
2020-02-16,4.0
2020-02-19,4.3
2020-02-20,3.7
2020-02-26,2.7
2020-02-27,2.5
2020-03-07,4.7
2020-03-08,4.8
2020-03-10,3.3
2020-03-12,2.2
2020-03-13,2.2
2020-03-16,2.8
2020-03-18,3.6
2020-03-21,1.0
2020-03-23,1.9
2020-03-27,2.8
2020-03-29,2.1
2020-03-31,2.4
2020-04-01,3.4
2020-04-02,3.4
2020-04-05,3.9
2020-04-07,3.7
2020-04-10,2.7
2020-04-16,2.6
2020-04-17,2.6
2020-04-18,2.6
2020-04-24,2.1
2020-04-26,1.6
2020-04-27,2.5
2020-04-28,2.3
2020-04-29,3.2
2020-04-30,4.5
2020-05-01,4.8
2020-05-03,7.6
2020-05-04,7.6
2020-05-05,7.3
2020-05-08,5.5
2020-05-11,5.6
2020-05-13,5.3
2020-05-14,5.0
2020-05-19,3.5
2020-05-20,3.6
2020-05-22,5.5
2020-05-30,5.3
2020-05-31,5.6
2020-06-03,5.4
2020-06-05,4.1
2020-06-08,3.8
2020-06-09,4.2
2020-06-17,4.5
2020-06-18,4.0
2020-06-19,3.6
2020-06-21,3.2
2020-06-22,3.1
2020-06-25,3.0
2020-06-26,3.6
2020-06-27,3.2
2020-06-28,4.2
2020-07-09,2.0
2020-07-10,1.6
2020-07-13,0.4
2020-07-17,0.7
2020-07-18,1.0
2020-07-19,1.1
2020-07-29,1.5
2020-08-02,0.6
2020-08-05,1.0
2020-08-06,1.0
2020-08-09,1.4
2020-08-10,1.2
2020-08-17,0.3
2020-08-29,0.4
2020-08-30,0.4
2020-09-03,0.4
2020-09-06,0.3
2020-09-08,0.2
2020-09-11,0.2
2020-09-12,0.2
2020-09-13,0.1
2020-09-14,0.1
2020-09-19,0.1
2020-09-20,0.1
2020-09-21,0.0
2020-10-25,1.4
2020-10-26,1.2
2020-10-28,0.7
2020-11-03,0.7
2020-11-12,0.2
2020-11-13,0.2
2020-11-15,0.2
2020-11-16,1.1
2020-11-19,0.6
2020-11-23,1.5
2020-11-25,1.0
2020-11-26,1.3
2020-11-27,1.3
2020-12-02,2.7
2020-12-04,2.6
2020-12-10,2.0
2020-12-11,2.0
2020-12-13,1.8
2020-12-20,2.4
2020-12-22,2.4
2020-12-23,2.2
2020-12-27,1.8
2020-12-31,1.8
