Date,"Nitrate plus nitrite, water, in situ, mg/L as N"
2018-12-08,4.6
2018-12-09,4.5
2018-12-18,1.2
2018-12-19,1.3
2018-12-31,2.4
2019-01-02,1.8
2019-01-05,3.4
2019-01-07,4.2
2019-01-08,4.6
2019-01-10,4.7
2019-01-11,4.5
2019-01-14,3.5
2019-01-15,3.1
2019-01-20,1.9
2019-01-21,2.1
2019-01-28,2.9
2019-01-30,3.2
2019-01-31,2.8
2019-02-04,3.4
2019-02-05,3.4
2019-02-08,1.0
2019-02-12,1.7
2019-02-13,1.9
2019-02-15,2.2
2019-02-17,2.4
2019-02-21,2.9
2019-02-23,2.1
2019-03-02,5.3
2019-03-03,5.1
2019-03-08,4.2
2019-03-11,2.1
2019-03-12,2.6
2019-03-16,2.2
2019-03-24,3.7
2019-03-26,2.3
2019-03-28,2.3
2019-03-30,2.7
2019-03-31,2.4
2019-04-02,1.5
2019-04-03,3.0
2019-04-04,3.4
2019-04-05,3.6
2019-04-07,4.3
2019-07-06,2.6
2019-07-07,3.3
2019-07-09,3.7
2019-07-15,4.6
2019-07-16,3.7
2019-07-19,2.9
2019-07-20,2.4
2019-07-23,1.2
2019-07-26,1.3
2019-08-26,0.9
2019-10-15,1.0
2019-10-18,0.8
2019-10-20,1.7
2019-10-21,1.5
2019-10-24,1.0
2019-10-27,1.0
2019-10-30,0.9
2019-10-31,1.0
2019-11-02,1.0
2019-11-03,1.2
2019-11-05,1.2
2019-11-06,1.2
2019-11-13,1.1
2019-11-16,1.1
2019-11-17,1.1
2019-11-24,1.1
2019-11-26,1.0
2019-12-01,0.8
2019-12-03,1.1
2019-12-05,1.8
2019-12-06,2.3
2019-12-11,2.1
2019-12-13,2.0
2019-12-19,1.8
2019-12-22,1.8
2019-12-23,1.7
2019-12-31,1.6
2020-01-04,3.7
2020-01-06,3.5
2020-01-16,1.1
2020-01-19,2.3
2020-01-22,1.9
2020-01-23,2.3
2020-01-25,2.8
2020-01-27,2.3
2020-02-05,3.6
2020-02-10,2.3
2020-02-14,3.1
2020-02-15,3.3
2020-02-22,4.8
2020-02-25,3.9
2020-02-28,2.5
2020-03-02,4.4
2020-03-05,2.7
2020-03-06,3.6
2020-03-07,4.8
2020-03-10,2.6
2020-03-12,2.3
2020-03-14,3.2
2020-03-18,3.9
2020-03-19,2.7
2020-03-20,2.6
2020-03-21,1.1
2020-03-24,2.1
2020-03-30,2.7
2020-03-31,2.2
2020-04-02,3.6
2020-04-06,3.7
2020-04-12,3.0
2020-04-14,2.9
2020-04-19,2.4
2020-04-23,2.0
2020-04-24,1.8
2020-04-27,2.8
2020-05-02,6.2
2020-05-05,7.8
2020-05-07,5.5
2020-05-08,5.4
2020-05-14,5.0
2020-05-15,4.6
2020-05-16,3.3
2020-05-23,5.6
2020-05-25,6.0
2020-06-06,4.0
2020-06-07,2.9
2020-06-15,4.7
2020-06-16,4.6
2020-06-20,3.7
2020-07-17,0.3
2020-07-18,0.7
2020-07-19,1.2
2020-07-30,1.4
2020-08-03,0.8
2020-08-06,0.9
2020-08-07,0.8
2020-08-29,0.4
2020-09-14,0.1
2020-09-15,0.1
2020-09-18,0.1
2020-10-29,0.8
2020-11-13,0.2
2020-11-15,0.2
2020-11-22,0.7
2020-11-25,1.5
2020-11-26,1.0
2020-11-27,1.4
2020-11-29,1.5
2020-12-12,1.9
2020-12-14,1.7
2020-12-16,1.7
2020-12-18,2.2
2020-12-24,1.9
