Date,"Nitrate plus nitrite, water, in situ, mg/L as N"
2018-08-29,0.50
2018-08-30,0.40
2018-09-04,0.22
2018-09-06,0.23
2018-09-12,0.76
2018-09-17,0.9
2018-09-23,0.3
2018-09-26,0.4
2018-09-27,1.0
2018-09-29,1.1
2018-10-08,1.4
2018-10-09,1.0
2018-10-12,0.8
2018-10-20,1.7
2018-10-21,1.9
2018-10-23,1.8
2018-10-24,1.9
2018-10-25,1.8
2018-10-28,1.7
2018-11-03,2.5
2018-11-06,2.8
2018-11-07,2.2
2018-11-09,2.4
2018-11-10,3.0
2018-11-16,3.2
2018-11-17,3.1
2018-11-18,3.1
2018-11-20,2.7
2018-11-22,2.6
2018-11-23,2.2
2018-11-27,1.9
2018-11-30,2.1
2018-12-01,2.5
2018-12-03,1.8
2018-12-04,2.1
2018-12-08,4.6
2018-12-19,1.4
2018-12-21,2.3
2018-12-24,3.0
2018-12-29,2.3
2019-01-01,2.1
2019-01-03,1.8
2019-01-05,3.3
2019-01-06,3.7
2019-01-08,4.8
2019-01-09,5.0
2019-01-15,3.1
2019-01-16,3.1
2019-01-20,1.5
2019-01-23,2.9
2019-01-24,1.6
2019-01-25,1.3
2019-01-27,2.1
2019-01-28,2.8
2019-01-30,3.2
2019-01-31,3.0
2019-02-02,3.5
2019-02-05,3.5
2019-02-06,2.8
2019-02-09,0.9
2019-02-10,1.0
2019-02-11,1.4
2019-02-14,1.9
2019-02-17,2.5
2019-02-18,2.6
2019-02-19,2.6
2019-02-23,2.0
2019-02-25,2.9
2019-02-26,2.8
2019-03-02,5.3
2019-03-03,5.1
2019-03-08,4.2
2019-03-10,2.1
2019-03-12,2.3
2019-03-15,3.8
2019-03-17,2.5
2019-03-24,3.8
2019-03-25,3.4
2019-03-26,2.4
2019-03-30,3.0
2019-03-31,2.7
2019-04-02,1.6
2019-04-03,2.2
2019-04-06,4.3
2019-07-03,4.9
2019-07-09,3.7
2019-07-11,4.8
2019-07-12,5.1
2019-07-13,5.1
2019-07-16,3.9
2019-07-19,3.0
2019-07-20,2.6
2019-07-22,1.8
2019-07-23,1.4
2019-07-24,1.4
2019-07-28,0.9
2019-08-23,0.7
2019-08-27,0.7
2019-10-15,1.1
2019-10-18,0.8
2019-10-20,1.7
2019-10-22,1.0
2019-10-23,1.1
2019-10-24,0.9
2019-10-25,0.7
2019-10-26,0.6
2019-10-28,1.4
2019-11-01,1.2
2019-11-02,1.0
2019-11-03,1.2
2019-11-04,1.2
2019-11-05,1.2
2019-11-10,1.1
2019-11-11,1.1
2019-11-13,1.1
2019-11-14,1.1
2019-11-17,1.1
2019-11-19,1.1
2019-11-24,1.0
2019-11-26,1.0
2019-11-27,1.1
2019-11-28,1.0
2019-11-29,1.0
2019-11-30,1.1
2019-12-03,1.1
2019-12-04,1.2
2019-12-05,1.6
2019-12-06,2.4
2019-12-07,2.7
2019-12-09,2.6
2019-12-10,2.4
2019-12-11,2.1
2019-12-13,2.0
2019-12-14,2.0
2019-12-19,1.8
2019-12-20,1.9
2019-12-21,1.8
2019-12-27,1.7
2019-12-29,1.7
2019-12-30,1.5
2020-01-01,1.8
2020-01-02,3.0
2020-01-03,3.5
2020-01-04,3.7
2020-01-06,3.4
2020-01-09,3.0
2020-01-14,1.0
2020-01-17,1.9
2020-01-22,2.1
2020-01-29,3.5
2020-01-30,3.6
2020-02-02,3.5
2020-02-03,3.5
2020-02-09,2.5
2020-02-12,1.6
2020-02-15,3.0
2020-02-19,4.1
2020-02-21,3.8
2020-02-23,5.4
2020-02-24,4.9
2020-03-01,4.2
2020-03-08,4.8
2020-03-11,2.3
2020-03-13,2.7
2020-03-14,3.2
2020-03-15,2.6
2020-03-16,2.7
2020-03-19,3.6
2020-03-20,2.2
2020-03-21,1.0
2020-03-22,1.2
2020-03-26,3.0
2020-03-27,2.7
2020-03-28,2.2
2020-04-01,3.4
2020-04-04,3.9
2020-04-05,3.8
2020-04-06,3.7
2020-04-12,2.9
2020-04-16,2.7
2020-04-18,2.6
2020-04-19,2.4
2020-04-20,2.1
2020-04-22,2.1
2020-04-28,2.6
2020-05-03,7.5
2020-05-07,5.5
2020-05-09,5.6
2020-05-11,5.6
2020-05-15,4.8
2020-05-18,3.3
2020-05-19,3.5
2020-05-21,4.1
2020-05-23,5.6
2020-05-24,5.8
2020-05-26,5.3
2020-06-01,5.9
2020-06-02,5.8
2020-06-04,5.0
2020-06-08,3.7
2020-06-10,4.4
2020-06-19,4.0
2020-06-23,3.2
2020-06-25,2.7
2020-07-14,0.4
2020-07-15,0.3
2020-07-19,1.2
2020-07-20,2.0
2020-07-24,1.1
2020-07-28,1.4
2020-07-29,1.5
2020-08-02,0.7
2020-08-07,1.0
2020-09-03,0.4
2020-09-08,0.3
2020-09-15,0.1
2020-09-19,0.0
2020-09-22,0.0
2020-10-26,1.6
2020-11-03,0.7
2020-11-12,0.3
2020-11-15,0.1
2020-11-16,1.3
2020-11-18,1.1
2020-11-19,0.6
2020-11-23,1.4
2020-11-24,1.2
2020-11-29,1.7
2020-11-30,2.5
2020-12-02,2.7
2020-12-03,2.7
2020-12-05,2.4
2020-12-14,1.8
2020-12-15,1.5
2020-12-16,1.7
2020-12-23,2.3
2020-12-25,2.0
2020-12-26,2.0
2020-12-27,1.8
2020-12-29,1.7
