Date,"Nitrate plus nitrite, water, in situ, mg/L as N"
2018-04-14,3.70
2018-04-15,3.29
2018-04-18,4.39
2018-04-22,6.31
2018-04-23,6.00
2018-04-24,5.38
2018-04-29,3.55
2018-04-30,3.34
2018-05-03,3.33
2018-05-04,3.23
2018-05-07,2.62
2018-05-10,2.31
2018-05-11,2.11
2018-05-13,2.00
2018-05-15,2.10
2018-05-18,2.39
2018-05-22,2.88
2018-05-25,6.44
2018-05-26,8.33
2018-05-30,5.92
2018-06-01,4.88
2018-06-04,4.14
2018-06-05,4.85
2018-06-06,5.65
2018-06-07,6.87
2018-06-10,6.24
2018-06-11,3.49
2018-06-12,3.27
2018-06-16,1.73
2018-06-17,2.13
2018-06-19,3.53
2018-06-20,3.63
2018-06-21,2.91
2018-06-22,3.51
2018-06-23,3.11
2018-06-24,2.50
2018-06-25,3.19
2018-06-26,5.00
2018-06-27,4.79
2018-06-28,4.78
2018-07-02,4.15
2018-07-03,3.85
2018-07-04,3.54
2018-07-05,2.83
2018-07-07,2.12
2018-07-08,1.71
2018-07-11,1.30
2018-07-14,1.09
2018-07-15,0.98
2018-07-17,0.77
2018-07-20,0.46
2018-07-21,0.56
2018-07-22,0.15
2018-07-28,0.03
2018-07-29,0.13
2018-07-30,0.22
2018-08-01,0.41
2018-08-02,0.61
2018-08-03,0.60
2018-08-07,0.09
2018-08-08,0.09
2018-08-09,0.18
2018-08-10,0.38
2018-08-11,0.27
2018-08-12,0.27
2018-08-18,0.35
2018-08-19,0.44
2018-08-20,0.34
2018-08-21,0.33
2018-08-23,0.63
2018-08-25,0.52
2018-08-26,0.32
2018-08-27,0.51
2018-08-29,0.50
2018-09-04,0.32
2018-09-06,0.23
2018-09-07,0.23
2018-09-08,0.34
2018-09-11,0.45
2018-09-12,0.45
2018-09-13,0.56
2018-09-14,0.56
2018-09-16,0.87
2018-09-17,0.9
2018-09-18,0.8
2018-09-20,0.6
2018-09-21,0.3
2018-09-22,0.3
2018-09-26,0.6
2018-09-27,1.6
2018-09-28,1.0
2018-10-01,2.0
2018-10-02,2.2
2018-10-04,2.0
2018-10-07,1.6
2018-10-08,1.1
2018-10-11,1.0
2018-10-13,0.9
2018-10-19,1.7
2018-10-20,1.7
2018-10-22,1.9
2018-10-23,1.9
2018-10-24,1.9
2018-10-25,1.8
2018-10-28,1.7
2018-10-30,1.5
2018-10-31,1.4
2018-11-01,1.8
2018-11-02,2.1
2018-11-04,2.3
2018-11-05,2.5
2018-11-06,3.1
2018-11-09,2.8
2018-11-10,3.1
2018-11-12,3.5
2018-11-15,3.3
2018-11-17,3.1
2018-11-18,3.1
2018-11-19,2.9
2018-11-20,2.8
2018-11-22,2.6
2018-11-23,2.2
2018-11-27,2.2
2018-11-28,1.8
2018-12-01,2.6
2018-12-03,1.8
2018-12-04,1.8
2018-12-05,2.4
2018-12-06,4.0
2018-12-07,4.6
2018-12-12,4.1
2018-12-13,3.8
2018-12-14,3.4
2018-12-16,1.2
2018-12-17,1.2
2018-12-18,1.2
2018-12-20,2.0
2018-12-21,2.1
2018-12-24,3.1
2018-12-25,3.0
2018-12-30,1.9
2019-01-01,2.0
2019-01-02,1.9
2019-01-03,2.4
2019-01-04,2.5
2019-01-05,3.5
2019-01-06,4.0
2019-01-07,4.3
2019-01-08,4.6
2019-01-09,5.0
2019-01-10,4.7
2019-01-11,4.6
2019-01-12,4.4
2019-01-13,4.2
2019-01-14,3.2
2019-01-15,3.1
2019-01-16,3.0
2019-01-17,3.2
2019-01-20,1.5
2019-01-21,2.4
2019-01-23,2.8
2019-01-24,2.1
2019-01-25,1.5
2019-01-26,1.7
2019-01-27,2.1
2019-01-28,2.6
2019-01-29,3.2
2019-01-30,3.1
2019-01-31,2.8
2019-02-01,2.9
2019-02-02,3.6
2019-02-03,3.6
2019-02-04,3.4
2019-02-05,3.6
2019-02-06,2.9
2019-02-07,3.3
2019-02-08,1.0
2019-02-09,0.9
2019-02-10,1.0
2019-02-11,1.5
2019-02-12,1.8
2019-02-13,1.9
2019-02-15,2.0
2019-02-16,2.3
2019-02-17,2.6
2019-02-18,2.6
2019-02-20,2.9
2019-02-21,2.8
2019-02-22,2.7
2019-02-23,2.0
2019-02-24,2.7
2019-02-25,2.8
2019-02-26,2.8
2019-02-27,3.1
2019-02-28,5.1
2019-03-01,5.4
2019-03-02,5.2
2019-03-03,5.2
2019-03-08,4.2
2019-03-09,4.0
2019-03-10,2.2
2019-03-11,2.2
2019-03-12,2.4
2019-03-13,2.9
2019-03-14,3.6
2019-03-15,2.6
2019-03-16,2.2
2019-03-18,3.7
2019-03-19,4.1
2019-03-20,3.5
2019-03-21,3.6
2019-03-22,4.2
2019-03-23,4.1
2019-03-24,3.8
2019-03-25,2.5
2019-03-26,2.3
2019-03-27,3.3
2019-03-28,2.4
2019-03-29,2.8
2019-03-30,2.8
2019-03-31,2.5
2019-04-02,1.5
2019-04-03,2.3
2019-04-05,3.8
2019-04-06,4.1
2019-04-07,4.5
2019-04-08,3.6
2019-07-02,4.6
2019-07-03,4.8
2019-07-04,4.9
2019-07-05,3.8
2019-07-06,3.6
2019-07-07,2.4
2019-07-08,3.4
2019-07-09,3.8
2019-07-10,4.5
2019-07-11,4.8
2019-07-12,5.1
2019-07-13,5.1
2019-07-14,4.6
2019-07-15,4.6
2019-07-16,4.0
2019-07-17,2.3
2019-07-18,2.5
2019-07-20,2.6
2019-07-21,2.2
2019-07-22,1.4
2019-07-23,1.3
2019-07-24,1.7
2019-07-25,1.4
2019-07-26,1.4
2019-07-27,1.1
2019-07-28,1.0
2019-07-29,0.6
2019-07-30,0.7
2019-07-31,0.4
2019-08-01,0.4
2019-08-11,0.3
2019-08-18,0.4
2019-08-19,0.4
2019-08-21,0.7
2019-08-22,1.6
2019-08-23,1.2
2019-08-24,1.1
2019-08-25,1.0
2019-08-27,0.6
2019-08-28,0.4
2019-10-12,1.7
2019-10-13,1.3
2019-10-14,1.0
2019-10-15,1.1
2019-10-16,1.0
2019-10-17,0.9
2019-10-19,0.9
2019-10-20,1.5
2019-10-21,1.6
2019-10-22,1.0
2019-10-23,0.9
2019-10-24,0.9
2019-10-25,0.7
2019-10-26,0.9
2019-10-27,1.4
2019-10-28,1.0
2019-10-29,1.0
2019-10-30,0.9
2019-10-31,1.0
2019-11-02,0.9
2019-11-03,1.1
2019-11-04,1.2
2019-11-05,1.3
2019-11-06,1.2
2019-11-07,1.2
2019-11-08,1.1
2019-11-09,1.1
2019-11-10,1.1
2019-11-11,1.1
2019-11-12,1.1
2019-11-13,1.1
2019-11-14,1.1
2019-11-15,1.1
2019-11-16,1.1
2019-11-17,1.1
2019-11-18,1.1
2019-11-19,1.1
2019-11-20,1.1
2019-11-23,1.0
2019-11-24,1.0
2019-11-25,1.0
2019-11-26,1.0
2019-11-27,1.0
2019-11-28,1.2
2019-11-29,1.0
2019-11-30,0.7
2019-12-01,1.0
2019-12-02,1.3
2019-12-03,1.0
2019-12-04,1.2
2019-12-05,1.4
2019-12-06,1.9
2019-12-07,2.6
2019-12-08,2.6
2019-12-09,2.6
2019-12-11,2.1
2019-12-12,2.2
2019-12-13,2.1
2019-12-15,2.1
2019-12-16,2.1
2019-12-18,1.7
2019-12-19,1.8
2019-12-20,1.9
2019-12-21,1.8
2019-12-22,1.8
2019-12-23,1.7
2019-12-24,1.6
2019-12-25,1.7
2019-12-26,1.8
2019-12-27,1.7
2019-12-28,1.7
2019-12-29,1.8
2019-12-30,1.6
2019-12-31,1.6
2020-01-04,3.6
2020-01-06,3.5
2020-01-10,2.1
2020-01-11,1.5
2020-01-13,1.0
2020-01-14,1.0
2020-01-15,1.1
2020-01-16,1.3
2020-01-17,1.9
2020-01-19,2.5
2020-01-21,2.0
2020-01-22,2.0
2020-01-23,2.2
2020-01-27,2.2
2020-01-28,2.5
2020-01-29,3.4
2020-01-30,3.6
2020-01-31,3.6
2020-02-02,3.5
2020-02-06,3.0
2020-02-07,2.9
2020-02-09,2.7
2020-02-11,1.4
2020-02-14,3.1
2020-02-17,4.2
2020-02-18,4.1
2020-02-19,4.1
2020-02-20,3.2
2020-02-21,4.1
2020-02-23,5.4
2020-02-27,2.4
2020-02-29,3.4
2020-03-01,3.8
2020-03-03,2.5
2020-03-04,2.5
2020-03-06,3.7
2020-03-07,4.5
2020-03-08,5.0
2020-03-10,3.4
2020-03-11,2.6
2020-03-12,2.5
2020-03-13,2.9
2020-03-15,2.5
2020-03-17,3.1
2020-03-19,3.0
2020-03-20,2.6
2020-03-22,1.1
2020-03-24,2.3
2020-03-25,3.3
2020-03-26,3.0
2020-03-27,3.2
2020-03-29,2.0
2020-03-30,3.4
2020-03-31,2.0
2020-04-01,3.3
2020-04-02,3.5
2020-04-03,3.8
2020-04-04,3.9
2020-04-06,3.8
2020-04-08,3.6
2020-04-09,2.9
2020-04-10,2.6
2020-04-11,2.5
2020-04-12,2.9
2020-04-13,3.1
2020-04-14,2.9
2020-04-15,2.8
2020-04-16,2.6
2020-04-17,2.6
2020-04-21,2.0
2020-04-25,1.9
2020-04-26,1.6
2020-04-27,2.5
2020-04-28,2.7
2020-04-29,4.0
2020-05-03,7.0
2020-05-04,7.9
2020-05-06,6.5
2020-05-07,5.3
2020-05-08,5.5
2020-05-09,5.5
2020-05-11,5.6
2020-05-12,5.4
2020-05-13,5.1
2020-05-14,5.0
2020-05-15,3.7
2020-05-16,3.4
2020-05-17,3.4
2020-05-18,3.6
2020-05-19,3.4
2020-05-20,4.0
2020-05-21,4.2
2020-05-22,4.8
2020-05-25,6.0
2020-05-26,5.1
2020-05-27,5.2
2020-05-28,5.7
2020-05-29,5.2
2020-05-31,5.6
2020-06-02,5.7
2020-06-03,5.6
2020-06-04,4.6
2020-06-05,4.5
2020-06-06,3.9
2020-06-07,3.0
2020-06-08,3.2
2020-06-09,4.2
2020-06-14,4.6
2020-06-15,4.8
2020-06-16,4.7
2020-06-17,4.4
2020-06-18,4.0
2020-06-20,3.7
2020-06-21,3.3
2020-06-22,2.8
2020-06-24,2.7
2020-06-27,3.4
2020-06-28,4.2
2020-07-09,2.0
2020-07-11,0.7
2020-07-13,0.4
2020-07-14,0.3
2020-07-16,0.3
2020-07-17,0.6
2020-07-21,1.3
2020-07-22,1.3
2020-07-23,1.0
2020-07-24,0.8
2020-07-25,1.0
2020-07-26,0.8
2020-07-27,1.3
2020-07-28,1.5
2020-07-29,1.5
2020-07-30,1.3
2020-08-01,0.6
2020-08-02,0.6
2020-08-03,0.8
2020-08-04,0.8
2020-08-06,1.0
2020-08-08,1.1
2020-08-09,1.4
2020-08-10,1.4
2020-08-11,0.8
2020-08-14,0.5
2020-08-15,0.5
2020-08-16,0.3
2020-08-28,0.4
2020-08-29,0.3
2020-09-03,0.3
2020-09-04,0.3
2020-09-05,0.3
2020-09-07,0.2
2020-09-08,0.2
2020-09-09,0.3
2020-09-10,0.2
2020-09-11,0.2
2020-09-13,0.2
2020-09-14,0.1
2020-09-16,0.1
2020-09-18,0.1
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-10-25,1.1
2020-10-26,1.3
2020-10-27,0.9
2020-10-30,1.0
2020-10-31,1.0
2020-11-01,0.8
2020-11-02,0.5
2020-11-03,0.7
2020-11-12,0.3
2020-11-13,0.1
2020-11-17,1.2
2020-11-21,0.6
2020-11-22,0.7
2020-11-23,1.5
2020-11-24,1.3
2020-11-26,1.1
2020-11-27,1.2
2020-11-28,1.5
2020-12-01,2.7
2020-12-02,2.7
2020-12-04,2.6
2020-12-05,2.5
2020-12-06,2.4
2020-12-08,2.2
2020-12-12,1.9
2020-12-13,1.6
2020-12-14,1.7
2020-12-15,1.8
2020-12-17,2.0
2020-12-18,2.2
2020-12-20,2.3
2020-12-24,2.0
2020-12-25,2.0
2020-12-26,1.9
2020-12-28,1.8
2020-12-30,1.5
2020-12-31,1.7
