Date,"Nitrate plus nitrite, water, in situ, mg/L as N"
2017-03-26,1.56
2017-03-27,1.45
2017-03-28,1.35
2017-03-29,1.24
2017-03-30,1.24
2017-04-02,1.02
2017-04-04,1.63
2017-04-05,2.13
2017-04-09,3.32
2017-04-10,8.54
2017-04-11,9.92
2017-04-13,5.79
2017-04-14,7.16
2017-04-15,7.35
2017-04-18,7.01
2017-04-22,4.50
2017-04-25,3.88
2017-04-26,3.77
2017-04-27,3.76
2017-04-28,0.48
2017-05-06,2.36
2017-05-07,2.36
2017-05-08,2.16
2017-05-09,2.06
2017-05-10,2.15
2017-05-11,2.33
2017-05-12,2.33
2017-05-13,2.23
2017-05-14,4.91
2017-05-16,4.23
2017-05-17,3.86
2017-05-19,4.93
2017-05-25,0.00
2017-05-26,0.00
2017-05-27,1.08
2017-05-28,8.13
2017-05-31,7.18
2017-06-01,7.16
2017-06-02,6.74
2017-06-04,6.32
2017-06-05,6.00
2017-06-08,4.74
2017-06-09,4.95
2017-06-10,4.63
2017-06-14,3.69
2017-06-16,3.48
2017-06-18,3.58
2017-06-19,4.53
2017-06-20,5.69
2017-06-21,7.69
2017-06-23,7.79
2017-07-02,2.91
2017-07-05,4.67
2017-07-06,4.60
2017-07-07,3.70
2017-07-11,1.59
2017-07-12,1.82
2017-07-16,3.63
2017-07-18,2.62
2017-07-19,1.40
2017-07-21,0.90
2017-07-23,0.10
2017-07-24,0.10
2017-07-25,0.20
2017-07-26,0.40
2017-07-27,0.20
2017-07-29,0.00
2017-09-01,0.00
2017-09-02,0.00
2017-09-04,0.00
2017-09-06,0.00
2017-09-07,0.10
2017-09-08,0.00
2017-09-09,0.00
2017-09-11,0.00
2017-09-13,0.00
2017-09-14,0.00
2017-09-17,0.10
2017-09-20,0.10
2017-09-22,0.10
2017-09-27,0.10
2017-09-28,0.00
2017-09-29,0.10
2017-10-03,0.00
2017-10-05,0.10
2017-10-07,0.00
2017-10-08,0.10
2017-10-09,0.10
2017-10-11,0.31
2017-10-14,0.52
2017-10-16,0.52
2017-10-17,0.52
2017-10-19,0.42
2017-10-21,0.31
2017-10-22,0.21
2017-10-25,0.00
2017-10-26,0.00
2017-10-27,0.00
2017-10-29,0.31
2017-10-31,0.42
2017-11-01,0.42
2017-11-02,0.42
2017-11-04,1.05
2017-11-08,0.74
2017-11-09,0.53
2017-11-12,0.63
2017-11-14,0.53
2017-11-15,0.53
2017-11-17,1.06
2017-11-19,0.63
2017-11-21,0.85
2017-11-22,0.85
2017-11-23,0.85
2017-11-24,0.85
2017-11-26,0.85
2017-11-28,1.17
2017-11-30,1.06
2017-12-03,0.53
2017-12-05,0.53
2017-12-08,0.43
2017-12-09,0.43
2017-12-10,0.43
2017-12-15,0.22
2017-12-17,0.12
2017-12-22,0.12
2017-12-23,0.13
2017-12-26,0.44
2017-12-28,0.13
2017-12-29,0.13
2017-12-30,0.13
2018-01-03,0.45
2018-01-06,0.45
2018-01-07,0.45
2018-01-12,0.66
2018-01-13,1.08
2018-01-15,0.77
2018-01-17,0.36
2018-01-18,0.46
2018-01-19,0.56
2018-01-21,0.46
2018-01-22,1.71
2018-01-23,1.71
2018-01-26,2.97
2018-01-27,2.76
2018-01-29,2.24
2018-01-30,2.13
2018-02-04,1.51
2018-02-05,1.51
2018-02-06,1.51
2018-02-07,1.51
2018-02-08,1.51
2018-02-10,1.61
2018-02-11,1.61
2018-02-12,1.72
2018-02-13,1.82
2018-02-14,1.82
2018-02-17,2.24
2018-02-20,1.82
2018-02-23,2.66
2018-02-24,3.49
2018-03-01,2.55
2018-03-03,3.69
2018-03-04,4.01
2018-03-07,4.94
2018-03-09,4.94
2018-03-12,5.14
2018-03-17,4.20
2018-03-18,3.99
2018-03-19,3.99
2018-03-21,3.37
2018-03-23,3.05
2018-03-25,2.32
2018-03-27,2.32
2018-03-28,2.73
2018-03-29,3.55
2018-03-31,1.49
2018-04-01,1.79
2018-04-02,2.00
2018-04-03,3.12
2018-04-05,2.30
2018-04-07,1.68
2018-04-10,2.79
2018-04-12,3.70
2018-04-13,3.50
2018-04-14,3.90
2018-04-16,3.08
2018-04-18,3.28
2018-04-19,4.90
2018-04-20,6.11
2018-04-21,6.21
2018-04-22,6.41
2018-04-24,5.38
2018-04-25,5.08
2018-04-28,3.85
2018-04-30,3.44
2018-05-01,3.34
2018-05-05,3.03
2018-05-07,2.52
2018-05-08,2.61
2018-05-09,2.51
2018-05-15,2.20
2018-05-17,2.39
2018-05-23,3.87
2018-05-25,6.15
2018-05-26,8.72
2018-05-28,7.42
2018-05-29,6.92
2018-05-30,4.93
2018-06-02,4.56
2018-06-03,2.92
2018-06-05,5.05
2018-06-14,1.94
2018-06-18,2.73
2018-06-22,3.31
2018-06-23,3.61
2018-06-24,3.20
2018-06-27,4.59
2018-06-28,5.39
2018-06-29,4.98
2018-07-02,4.05
2018-07-07,2.02
2018-07-08,1.71
2018-07-09,1.40
2018-07-10,1.30
2018-07-13,1.19
2018-07-17,0.97
2018-07-21,0.36
2018-07-22,0.15
2018-07-26,0.04
2018-07-27,0.04
2018-07-28,0.13
2018-08-01,0.51
2018-08-02,0.41
2018-08-03,0.51
2018-08-04,0.80
2018-08-06,0.19
2018-08-11,0.27
2018-08-13,0.17
2018-08-16,0.26
2018-08-17,0.25
2018-08-22,0.53
2018-08-24,0.62
2018-08-28,0.61
2018-08-29,0.61
2018-08-30,0.20
2018-08-31,0.20
2018-09-03,0.22
2018-09-04,0.22
2018-09-06,0.23
2018-09-07,0.23
2018-09-08,0.34
2018-09-09,0.54
2018-09-12,0.46
2018-09-14,0.46
2018-09-16,0.87
2018-09-19,0.6
2018-09-21,0.5
2018-09-24,0.3
2018-09-26,0.6
2018-09-27,1.0
2018-09-30,1.3
2018-10-02,2.2
2018-10-03,2.0
2018-10-04,2.0
2018-10-05,1.9
2018-10-07,1.6
2018-10-12,0.9
2018-10-14,1.2
2018-10-16,1.4
2018-10-17,1.5
2018-10-22,1.9
2018-10-24,1.8
2018-10-28,1.6
2018-10-29,1.6
2018-11-01,1.2
2018-11-05,2.5
2018-11-07,2.2
2018-11-09,2.6
2018-11-10,3.2
2018-11-11,3.4
2018-11-19,3.0
2018-11-20,2.8
2018-11-21,2.8
2018-11-24,2.3
2018-11-26,2.5
2018-11-27,1.7
2018-11-28,1.7
2018-11-30,1.8
2018-12-01,2.5
2018-12-02,2.4
2018-12-05,3.0
2018-12-09,4.4
2018-12-11,4.2
2018-12-12,4.0
2018-12-14,3.6
2018-12-15,2.5
2018-12-17,1.2
2018-12-18,1.2
2018-12-20,1.8
2018-12-21,2.1
2018-12-23,2.9
2018-12-24,3.0
2018-12-27,3.0
2018-12-29,2.2
2018-12-30,1.8
2019-01-01,2.0
2019-01-03,1.5
2019-01-04,3.1
2019-01-05,3.7
2019-01-06,3.9
2019-01-07,4.4
2019-01-08,4.5
2019-01-09,5.0
2019-01-10,4.7
2019-01-11,4.5
2019-01-12,4.3
2019-01-13,3.9
2019-01-14,3.2
2019-01-16,3.1
2019-01-17,3.2
2019-01-18,2.5
2019-01-20,1.9
2019-01-21,2.4
2019-01-22,2.3
2019-01-23,2.8
2019-01-24,1.8
2019-01-25,1.4
2019-01-26,1.4
2019-01-27,2.1
2019-01-28,2.7
2019-01-31,2.8
2019-02-01,3.0
2019-02-02,3.4
2019-02-03,3.6
2019-02-04,3.5
2019-02-05,3.6
2019-02-06,3.1
2019-02-07,2.3
2019-02-09,1.0
2019-02-10,1.1
2019-02-11,1.2
2019-02-13,1.7
2019-02-14,1.8
2019-02-17,2.5
2019-02-18,2.6
2019-02-19,2.8
2019-02-20,2.9
2019-02-21,2.8
2019-02-22,2.4
2019-02-23,2.2
2019-02-24,2.7
2019-02-25,2.9
2019-02-26,3.2
2019-02-28,5.0
2019-03-01,5.3
2019-03-07,4.1
2019-03-08,4.2
2019-03-09,4.0
2019-03-10,2.0
2019-03-11,2.2
2019-03-12,2.6
2019-03-13,3.3
2019-03-15,2.5
2019-03-16,2.4
2019-03-17,2.4
2019-03-18,3.8
2019-03-19,3.9
2019-03-20,3.5
2019-03-21,3.9
2019-03-22,4.1
2019-03-25,2.9
2019-03-26,2.6
2019-03-27,2.2
2019-03-28,2.4
2019-03-29,3.0
2019-03-30,3.2
2019-03-31,1.8
2019-04-02,2.0
2019-04-03,2.6
2019-04-04,3.9
2019-04-05,4.1
2019-04-06,4.3
2019-04-07,4.3
2019-04-08,3.6
2019-07-02,4.5
2019-07-03,5.1
2019-07-04,4.6
2019-07-05,3.8
2019-07-06,3.6
2019-07-07,2.5
2019-07-08,3.1
2019-07-09,3.7
2019-07-10,4.5
2019-07-11,4.9
2019-07-12,4.6
2019-07-13,5.2
2019-07-14,5.1
2019-07-15,4.2
2019-07-16,4.1
2019-07-17,3.1
2019-07-18,2.2
2019-07-19,2.9
2019-07-20,2.4
2019-07-21,2.4
2019-07-22,2.3
2019-07-23,1.2
2019-07-24,1.3
2019-07-27,1.0
2019-07-28,1.1
2019-07-29,0.8
2019-07-30,0.6
2019-07-31,0.4
2019-08-01,0.5
2019-08-02,0.3
2019-08-22,1.3
2019-08-24,1.3
2019-08-25,1.0
2019-08-26,1.0
2019-08-27,0.5
2019-10-13,1.2
2019-10-15,1.0
2019-10-16,1.1
2019-10-19,1.1
2019-10-21,1.6
2019-10-23,0.9
2019-10-24,0.9
2019-10-26,0.6
2019-10-27,1.5
2019-10-28,1.1
2019-10-29,1.2
2019-10-30,0.9
2019-11-01,1.0
2019-11-02,1.0
2019-11-03,1.2
2019-11-04,1.2
2019-11-06,1.2
2019-11-08,1.0
2019-11-10,1.1
2019-11-11,1.1
2019-11-12,1.1
2019-11-13,1.1
2019-11-14,1.1
2019-11-15,1.1
2019-11-16,1.1
2019-11-17,1.1
2019-11-18,1.1
2019-11-19,1.1
2019-11-21,1.1
2019-11-23,1.1
2019-11-25,1.0
2019-11-26,1.0
2019-11-27,1.0
2019-11-28,1.0
2019-11-29,1.0
2019-11-30,1.0
2019-12-01,0.9
2019-12-04,1.2
2019-12-05,1.6
2019-12-06,2.3
2019-12-07,2.7
2019-12-08,2.7
2019-12-09,2.6
2019-12-10,2.3
2019-12-12,2.2
2019-12-13,2.0
2019-12-14,2.1
2019-12-15,2.1
2019-12-16,2.0
2019-12-17,1.6
2019-12-18,1.7
2019-12-19,1.8
2019-12-21,1.9
2019-12-23,1.7
2019-12-25,1.7
2019-12-26,1.7
2019-12-27,1.7
2019-12-28,1.6
2019-12-29,1.7
2019-12-30,1.6
2019-12-31,1.5
2020-01-02,2.6
2020-01-03,3.5
2020-01-04,3.7
2020-01-05,3.6
2020-01-06,3.6
2020-01-07,3.4
2020-01-10,3.0
2020-01-11,1.7
2020-01-13,0.9
2020-01-14,1.0
2020-01-15,1.1
2020-01-16,1.4
2020-01-20,2.0
2020-01-21,1.9
2020-01-24,2.5
2020-01-25,2.7
2020-01-27,2.4
2020-01-28,2.8
2020-01-29,3.4
2020-01-31,3.6
2020-02-01,3.5
2020-02-03,3.5
2020-02-05,3.6
2020-02-08,2.5
2020-02-10,1.6
2020-02-12,2.0
2020-02-13,2.2
2020-02-14,3.1
2020-02-18,4.2
2020-02-20,3.5
2020-02-21,4.3
2020-02-22,5.0
2020-02-23,5.4
2020-02-24,5.4
2020-02-26,3.1
2020-02-27,2.5
2020-02-29,3.2
2020-03-01,3.8
2020-03-02,4.1
2020-03-04,2.2
2020-03-05,2.5
2020-03-06,3.3
2020-03-07,4.7
2020-03-09,4.9
2020-03-10,2.8
2020-03-12,2.2
2020-03-13,2.2
2020-03-14,3.3
2020-03-15,2.4
2020-03-17,3.4
2020-03-18,3.6
2020-03-19,3.6
2020-03-20,2.5
2020-03-22,1.2
2020-03-24,2.8
2020-03-26,3.2
2020-03-27,2.5
2020-03-29,2.7
2020-03-30,2.6
2020-04-02,3.5
2020-04-06,3.7
2020-04-08,3.6
2020-04-10,2.8
2020-04-11,2.7
2020-04-14,2.9
2020-04-15,2.9
2020-04-17,2.6
2020-04-18,2.6
2020-04-19,2.5
2020-04-23,2.1
2020-04-26,2.0
2020-04-29,2.5
2020-04-30,4.6
2020-05-01,4.8
2020-05-03,7.2
2020-05-04,7.6
2020-05-07,5.2
2020-05-11,5.6
2020-05-12,5.4
2020-05-16,4.0
2020-05-17,3.3
2020-05-18,3.0
2020-05-19,3.4
2020-05-20,4.1
2020-05-21,4.1
2020-05-22,5.0
2020-05-23,5.6
2020-05-24,5.9
2020-05-25,6.2
2020-05-26,5.1
2020-05-30,5.2
2020-05-31,5.3
2020-06-01,5.8
2020-06-05,3.5
2020-06-06,4.5
2020-06-15,4.7
2020-06-16,4.6
2020-06-17,4.4
2020-06-18,4.6
2020-06-19,3.7
2020-06-20,3.5
2020-06-23,2.9
2020-06-24,2.8
2020-06-25,3.1
2020-06-26,3.6
2020-06-27,4.0
2020-06-29,5.6
2020-07-10,1.8
2020-07-13,0.4
2020-07-15,0.3
2020-07-16,0.3
2020-07-19,1.2
2020-07-26,0.9
2020-07-27,1.0
2020-07-28,1.3
2020-07-30,1.1
2020-08-03,0.9
2020-08-04,0.8
2020-08-07,1.0
2020-08-10,1.4
2020-08-11,0.8
2020-08-12,0.8
2020-08-14,0.5
2020-08-16,0.3
2020-09-03,0.4
2020-09-05,0.3
2020-09-06,0.2
2020-09-07,0.3
2020-09-08,0.3
2020-09-10,0.2
2020-09-11,0.2
2020-09-13,0.2
2020-09-14,0.1
2020-09-15,0.1
2020-09-16,0.1
2020-09-17,0.2
2020-09-18,0.1
2020-09-20,0.1
2020-09-22,0.0
2020-10-25,1.5
2020-10-29,0.8
2020-10-31,1.0
2020-11-02,0.5
2020-11-03,0.7
2020-11-12,0.3
2020-11-15,0.6
2020-11-17,1.2
2020-11-18,1.1
2020-11-19,0.7
2020-11-21,0.6
2020-11-22,1.2
2020-11-25,1.0
2020-11-26,0.9
2020-11-27,1.4
2020-11-28,1.4
2020-11-29,1.9
2020-11-30,2.3
2020-12-01,2.7
2020-12-02,2.7
2020-12-03,2.7
2020-12-04,2.6
2020-12-07,2.3
2020-12-09,2.0
2020-12-10,2.0
2020-12-12,1.9
2020-12-13,1.5
2020-12-14,1.7
2020-12-17,2.1
2020-12-20,2.3
2020-12-22,2.3
2020-12-23,2.3
2020-12-24,2.1
2020-12-27,1.8
2020-12-28,1.8
2020-12-31,1.9
