55900.0,42800.0,80200.0,44000.0,20100.0,68800.0,69300.0,81300.0,46800.0,70900.0,89800.0,320000.0,61100.0,99000.0,75500.0
22700.0,29800.0,209000.0,93100.0,186000.0,61500.0,118000.0,97200.0,46500.0,15100.0,68600.0,76300.0,113000.0,202000.0,182000.0
278000.0,90800.0,274000.0,13200.0,82300.0,124000.0,55800.0,173000.0,51600.0,56600.0,158000.0,11800.0,20400.0,92000.0,93000.0
55900.0,13500.0,127000.0,11100.0,113000.0,106000.0,21500.0,62200.0,21200.0,11200.0,73100.0,101000.0,171000.0,135000.0,70400.0
81800.0,274000.0,25300.0,104000.0,54900.0,31700.0,21300.0,12600.0,121000.0,81500.0,13300.0,171000.0,93200.0,48400.0,186000.0
13200.0,37400.0,133000.0,72600.0,61600.0,211000.0,154000.0,76100.0,23700.0,30700.0,76300.0,73500.0,53800.0,113000.0,144000.0
84900.0,158000.0,58700.0,82400.0,65800.0,192000.0,13000.0,140000.0,281000.0,58700.0,91700.0,130000.0,114000.0,21400.0,195000.0
41300.0,39200.0,95800.0,34000.0,38800.0,190000.0,39800.0,168000.0,82300.0,93400.0,39000.0,48600.0,54900.0,66500.0,85500.0
26000.0,86800.0,30500.0,70400.0,99700.0,20600.0,31700.0,49200.0,168000.0,97500.0,39900.0,89500.0,82600.0,168000.0,11600.0
12000.0,74300.0,55700.0,56500.0,32800.0,207000.0,278000.0,185000.0,9580.0,51900.0,88000.0,84400.0,135000.0,21400.0,29800.0
139000.0,47200.0,188000.0,163000.0,74400.0,272000.0,93100.0,20200.0,11500.0,72300.0,205000.0,77700.0,273000.0,32100.0,104000.0
212000.0,20500.0,92800.0,41800.0,47700.0,81800.0,8990.0,124000.0,203000.0,68900.0,159000.0,90700.0,132000.0,39300.0,80800.0
201000.0,192000.0,112000.0,39700.0,90700.0,66300.0,38400.0,9610.0,205000.0,57500.0,211000.0,13800.0,75300.0,187000.0,114000.0
47300.0,33600.0,204000.0,30800.0,58300.0,43500.0,106000.0,189000.0,47600.0,40900.0,36500.0,265000.0,81500.0,25600.0,12400.0
135000.0,49100.0,84400.0,279000.0,71100.0,197000.0,101000.0,61000.0,167000.0,55800.0,83100.0,241000.0,78400.0,136000.0,156000.0
44200.0,196000.0,109000.0,29600.0,76000.0,76700.0,210000.0,21400.0,35600.0,150000.0,75000.0,72500.0,93700.0,122000.0,125000.0
24100.0,82700.0,46500.0,37900.0,70100.0,28200.0,114000.0,173000.0,127000.0,49700.0,122000.0,126000.0,197000.0,70600.0,10900.0
113000.0,76000.0,75400.0,175000.0,105000.0,46000.0,87900.0,38100.0,248000.0,92400.0,16500.0,118000.0,96500.0,127000.0,15700.0
71400.0,11200.0,150000.0,55900.0,128000.0,130000.0,75500.0,56200.0,71300.0,66400.0,97100.0,72600.0,99000.0,94300.0,232000.0
138000.0,182000.0,39800.0,37900.0,87500.0,96100.0,43500.0,309000.0,238000.0,261000.0,82500.0,44300.0,156000.0,10400.0,178000.0
18900.0,39700.0,51600.0,95000.0,83200.0,46300.0,184000.0,121000.0,61700.0,204000.0,53900.0,74200.0,83900.0,68200.0,204000.0
52100.0,49500.0,41600.0,279000.0,42100.0,93000.0,94400.0,91200.0,68200.0,72400.0,83600.0,77400.0,91500.0,207000.0,202000.0
