Count,Site ID number,Parameter,Start date,Start time,End date,End time,Potential Observations,Actual Observations,Difference between observations,Agency source,Mean,SD of Mean (column L),5th Percentile,10th Percentile,20th Percentile,30th Percentile,40th Percentile,50th Percentile,60th Percentile,70th Percentile,80th Percentile,90th Percentile,95th Percentile,load (kg in time increment)
1,skew 500; mean 10; sd 1,val,2019-01-01,00:00:00,2021-01-01,00:00:00,20000,20000,0,USGS,10.803925558349835,10.061203815134231,10.127109727108213,10.258610957033454,10.389882943017414,10.531393633559933,10.685074229891239,10.846503484184005,11.04670979506777,11.294898128802782,11.653676031831122,11.95534157906417,0.6034336610968347
1,skew 500; mean 10; sd 1,val,2019-01-01,00:00:00,2021-01-01,00:00:00,20000,20000,0,USGS,10.803925558349835,10.061203815134231,10.127109727108213,10.258610957033454,10.389882943017414,10.531393633559933,10.685074229891239,10.846503484184005,11.04670979506777,11.294898128802782,11.653676031831122,11.95534157906417,0.6034336610968347
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70050,28,USGS,14.717598857958537,1.6,2.7,4.4,6.4,9.8,14.5,19.2,23.6,25.3,26.9,27.8,9.516381896429195
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,63502,6576,USGS,4071.472967780568,97.3,165.0,276.0,569.0,1200.0,2030.0,3630.0,5780.0,8650.0,10900.0,12100.0,4403.574203986755
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,68498,1580,USGS,23.188067388829023,16.86,17.28,17.8,18.98,20.35,22.02,23.96,26.145999999999987,28.89,31.21,32.26,5.251973631410982
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70038,40,USGS,403.3075187755219,211.0,244.0,290.0,337.0,378.0,421.0,451.0,477.0,512.0,549.0,562.0,112.42472532726357
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70056,22,USGS,8.974206349206458,5.0,5.4,6.3,7.4,8.2,9.0,9.9,10.7,11.8,12.3,12.6,2.5652461412341516
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70070,8,USGS,7.7489539032399755,7.200000000000001,7.299999999999999,7.6,7.7,7.7,7.8,7.799999999999999,7.9,8.0,8.1,8.1,0.2795044014827492
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70050,28,USGS,14.717598857958537,1.6,2.7,4.4,6.4,9.8,14.5,19.2,23.6,25.3,26.9,27.8,9.516381896429195
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,63502,6576,USGS,4071.472967780568,97.3,165.0,276.0,569.0,1200.0,2030.0,3630.0,5780.0,8650.0,10900.0,12100.0,4403.574203986755
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,68498,1580,USGS,23.188067388829023,16.86,17.28,17.8,18.98,20.35,22.02,23.96,26.145999999999987,28.89,31.21,32.26,5.251973631410982
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70038,40,USGS,403.3075187755219,211.0,244.0,290.0,337.0,378.0,421.0,451.0,477.0,512.0,549.0,562.0,112.42472532726357
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70056,22,USGS,8.974206349206458,5.0,5.4,6.3,7.4,8.2,9.0,9.9,10.7,11.8,12.3,12.6,2.5652461412341516
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70070,8,USGS,7.7489539032399755,7.200000000000001,7.299999999999999,7.6,7.7,7.7,7.8,7.799999999999999,7.9,8.0,8.1,8.1,0.2795044014827492
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70050,28,USGS,14.717598857958537,1.6,2.7,4.4,6.4,9.8,14.5,19.2,23.6,25.3,26.9,27.8,9.516381896429195
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,63502,6576,USGS,4071.472967780568,97.3,165.0,276.0,569.0,1200.0,2030.0,3630.0,5780.0,8650.0,10900.0,12100.0,4403.574203986755
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,68498,1580,USGS,23.188067388829023,16.86,17.28,17.8,18.98,20.35,22.02,23.96,26.145999999999987,28.89,31.21,32.26,5.251973631410982
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70038,40,USGS,403.3075187755219,211.0,244.0,290.0,337.0,378.0,421.0,451.0,477.0,512.0,549.0,562.0,112.42472532726357
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70056,22,USGS,8.974206349206458,5.0,5.4,6.3,7.4,8.2,9.0,9.9,10.7,11.8,12.3,12.6,2.5652461412341516
6,03346500,"pH, water, unfiltered, field, standard units",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70070,8,USGS,7.7489539032399755,7.200000000000001,7.299999999999999,7.6,7.7,7.7,7.8,7.799999999999999,7.9,8.0,8.1,8.1,0.2795044014827492
1,03346500,"Temperature, water, &#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70050,28,USGS,14.717598857958537,1.6,2.7,4.4,6.4,9.8,14.5,19.2,23.6,25.3,26.9,27.8,9.516381896429195
2,03346500,"Streamflow, ft&#179;/s",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,63502,6576,USGS,4071.472967780568,97.3,165.0,276.0,569.0,1200.0,2030.0,3630.0,5780.0,8650.0,10900.0,12100.0,4403.574203986755
3,03346500,"Gage height, ft",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,68498,1580,USGS,23.188067388829023,16.86,17.28,17.8,18.98,20.35,22.02,23.96,26.145999999999987,28.89,31.21,32.26,5.251973631410982
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70038,40,USGS,403.3075187755219,211.0,244.0,290.0,337.0,378.0,421.0,451.0,477.0,512.0,549.0,562.0,112.42472532726357
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2019-01-01,00:00:00,2020-01-01,00:00:00,70078,70056,22,USGS,8.974206349206458,5.0,5.4,6.3,7.4,8.2,9.0,9.9,10.7,11.8,12.3,12.6,2.5652461412341516
